Source,Target,Type,Id,Label,timeset,Weight,,,,,
1009351,1011023,Undirected,17852,,,15,,,,,
1009299,1009629,Undirected,17872,,,15,,,,,
1009262,1009338,Undirected,18028,,,15,,,,,
1009262,1009407,Undirected,18043,,,15,,,,,
1009262,1009318,Undirected,18046,,,15,,,,,
1009662,1009652,Undirected,18137,,,15,,,,,
1009257,1009282,Undirected,18158,,,15,,,,,
1009257,1009697,Undirected,18173,,,15,,,,,
1009268,1009472,Undirected,18241,,,15,,,,,
1009282,1009312,Undirected,18356,,,15,,,,,
1009175,1009215,Undirected,18533,,,15,,,,,
1009175,1009277,Undirected,18548,,,15,,,,,
1009243,1010791,Undirected,18575,,,15,,,,,
1009187,1009312,Undirected,18741,,,15,,,,,
1010791,1011490,Undirected,18779,,,15,,,,,
1010791,1009297,Undirected,18803,,,15,,,,,
1009459,1009708,Undirected,18827,,,15,,,,,
1009459,1009407,Undirected,18828,,,15,,,,,
1009546,1009471,Undirected,18878,,,15,,,,,
1009592,1009224,Undirected,19014,,,15,,,,,
1009338,1009466,Undirected,19059,,,15,,,,,
1009697,1009652,Undirected,19229,,,15,,,,,
1009313,1009705,Undirected,19279,,,15,,,,,
1009214,1009417,Undirected,19300,,,15,,,,,
1009214,1009722,Undirected,19331,,,15,,,,,
1009471,1009554,Undirected,19407,,,15,,,,,
1009707,1009379,Undirected,19665,,,15,,,,,
1009281,1009312,Undirected,19710,,,15,,,,,
1009417,1009638,Undirected,19753,,,15,,,,,
1009708,1009325,Undirected,19771,,,15,,,,,
1009407,1011490,Undirected,19799,,,15,,,,,
1009407,1009224,Undirected,19809,,,15,,,,,
1009504,1009524,Undirected,19827,,,15,,,,,
1009215,1009372,Undirected,19956,,,15,,,,,
1009215,1009452,Undirected,19958,,,15,,,,,
1009524,1009219,Undirected,19978,,,15,,,,,
1009524,1009297,Undirected,20002,,,15,,,,,
1011490,1009325,Undirected,20092,,,15,,,,,
1009719,1009608,Undirected,20186,,,15,,,,,
1009372,1009389,Undirected,20210,,,15,,,,,
1009372,1009325,Undirected,20220,,,15,,,,,
1009726,1011336,Undirected,17356,,,14,,,,,
1009726,1009312,Undirected,17396,,,14,,,,,
1009368,1009365,Undirected,17478,,,14,,,,,
1009220,1009327,Undirected,17574,,,14,,,,,
1009220,1009577,Undirected,17580,,,14,,,,,
1009718,1009708,Undirected,17620,,,14,,,,,
1009718,1011490,Undirected,17633,,,14,,,,,
1009165,1009554,Undirected,17751,,,14,,,,,
1009165,1009452,Undirected,17756,,,14,,,,,
1009165,1010354,Undirected,17781,,,14,,,,,
1009351,1009268,Undirected,17787,,,14,,,,,
1009262,1009707,Undirected,18039,,,14,,,,,
1009262,1009577,Undirected,18081,,,14,,,,,
1009662,1009362,Undirected,18098,,,14,,,,,
1009268,1009313,Undirected,18247,,,14,,,,,
1009366,1009175,Undirected,18436,,,14,,,,,
1009366,1011490,Undirected,18472,,,14,,,,,
1009187,1009343,Undirected,18728,,,14,,,,,
1010791,1009189,Undirected,18761,,,14,,,,,
1010791,1010338,Undirected,18762,,,14,,,,,
1009459,1009719,Undirected,18843,,,14,,,,,
1009459,1009365,Undirected,18856,,,14,,,,,
1009546,1009277,Undirected,18904,,,14,,,,,
1009546,1009224,Undirected,18906,,,14,,,,,
1009472,1009524,Undirected,18944,,,14,,,,,
1009338,1009297,Undirected,19082,,,14,,,,,
1009362,1009189,Undirected,19094,,,14,,,,,
1009362,1009705,Undirected,19129,,,14,,,,,
1009697,1009312,Undirected,19237,,,14,,,,,
1009214,1009381,Undirected,19321,,,14,,,,,
1009562,1009504,Undirected,19343,,,14,,,,,
1010338,1010370,Undirected,19494,,,14,,,,,
1010338,1011299,Undirected,19500,,,14,,,,,
1009512,1009524,Undirected,19605,,,14,,,,,
1009708,1011010,Undirected,19761,,,14,,,,,
1009504,1009224,Undirected,19842,,,14,,,,,
1009310,1009554,Undirected,19871,,,14,,,,,
1009310,1009638,Undirected,19885,,,14,,,,,
1009367,1009318,Undirected,19889,,,14,,,,,
1009367,1011490,Undirected,19893,,,14,,,,,
1009215,1011490,Undirected,19952,,,14,,,,,
1009508,1009382,Undirected,20112,,,14,,,,,
1009219,1009382,Undirected,20172,,,14,,,,,
1009554,1009382,Undirected,20205,,,14,,,,,
1009224,1009379,Undirected,20311,,,14,,,,,
1010771,1009382,Undirected,20321,,,14,,,,,
1009477,1009312,Undirected,20390,,,14,,,,,
1009610,1009277,Undirected,17287,,,13,,,,,
1009368,1009318,Undirected,17453,,,13,,,,,
1009220,1009362,Undirected,17520,,,13,,,,,
1009220,1010360,Undirected,17540,,,13,,,,,
1009718,1011336,Undirected,17621,,,13,,,,,
1009664,1009165,Undirected,17671,,,13,,,,,
1009165,1009268,Undirected,17703,,,13,,,,,
1009165,1011299,Undirected,17748,,,13,,,,,
1009351,1009515,Undirected,17793,,,13,,,,,
1009351,1009382,Undirected,17859,,,13,,,,,
1009356,1009343,Undirected,17991,,,13,,,,,
1009262,1009257,Undirected,18014,,,13,,,,,
1009262,1009175,Undirected,18019,,,13,,,,,
1009262,1009697,Undirected,18031,,,13,,,,,
1009262,1009583,Undirected,18037,,,13,,,,,
1009262,1011490,Undirected,18051,,,13,,,,,
1009662,1009407,Undirected,18113,,,13,,,,,
1009662,1009477,Undirected,18146,,,13,,,,,
1009662,1010354,Undirected,18156,,,13,,,,,
1009268,1009367,Undirected,18262,,,13,,,,,
1009282,1009471,Undirected,18313,,,13,,,,,
1009282,1009389,Undirected,18345,,,13,,,,,
1009366,1009546,Undirected,18442,,,13,,,,,
1009366,1009362,Undirected,18446,,,13,,,,,
1009515,1009471,Undirected,18648,,,13,,,,,
1009187,1009215,Undirected,18716,,,13,,,,,
1010791,1009592,Undirected,18752,,,13,,,,,
1010791,1009504,Undirected,18769,,,13,,,,,
1009459,1009325,Undirected,18866,,,13,,,,,
1009546,1009705,Undirected,18913,,,13,,,,,
1009546,1010354,Undirected,18921,,,13,,,,,
1009592,1009562,Undirected,18981,,,13,,,,,
1009592,1011023,Undirected,19020,,,13,,,,,
1009338,1009407,Undirected,19046,,,13,,,,,
1009362,1009267,Undirected,19127,,,13,,,,,
1009697,1009407,Undirected,19206,,,13,,,,,
1009214,1009310,Undirected,19303,,,13,,,,,
1009562,1009512,Undirected,19338,,,13,,,,,
1009471,1009583,Undirected,19385,,,13,,,,,
1009471,1009608,Undirected,19424,,,13,,,,,
1009189,1009318,Undirected,19446,,,13,,,,,
1010338,1016181,Undirected,19520,,,13,,,,,
1009583,1009379,Undirected,19559,,,13,,,,,
1009512,1011109,Undirected,19615,,,13,,,,,
1009281,1009365,Undirected,19703,,,13,,,,,
1009708,1009215,Undirected,19760,,,13,,,,,
1009708,1009608,Undirected,19769,,,13,,,,,
1009504,1009705,Undirected,19849,,,13,,,,,
1009318,1009452,Undirected,19933,,,13,,,,,
1009318,1009389,Undirected,19934,,,13,,,,,
1009182,1009277,Undirected,20060,,,13,,,,,
1009182,1009382,Undirected,20067,,,13,,,,,
1009219,1010354,Undirected,20176,,,13,,,,,
1009499,1009705,Undirected,20229,,,13,,,,,
1009343,1009480,Undirected,20242,,,13,,,,,
1009381,1009327,Undirected,20345,,,13,,,,,
1009327,1009722,Undirected,20412,,,13,,,,,
1009610,1009313,Undirected,17251,,,12,,,,,
1009610,1009214,Undirected,17252,,,12,,,,,
1009368,1009389,Undirected,17471,,,12,,,,,
1009368,1009480,Undirected,17479,,,12,,,,,
1009368,1016181,Undirected,17488,,,12,,,,,
1009368,1009382,Undirected,17489,,,12,,,,,
1009368,1009638,Undirected,17492,,,12,,,,,
1009220,1009318,Undirected,17541,,,12,,,,,
1009220,1010354,Undirected,17582,,,12,,,,,
1009718,1009343,Undirected,17643,,,12,,,,,
1009165,1009224,Undirected,17759,,,12,,,,,
1009299,1009417,Undirected,17897,,,12,,,,,
1009299,1009504,Undirected,17901,,,12,,,,,
1009299,1009215,Undirected,17906,,,12,,,,,
1009356,1011490,Undirected,17984,,,12,,,,,
1009262,1009268,Undirected,18015,,,12,,,,,
1009262,1009708,Undirected,18042,,,12,,,,,
1009257,1009187,Undirected,18164,,,12,,,,,
1009257,1011336,Undirected,18186,,,12,,,,,
1009257,1009722,Undirected,18229,,,12,,,,,
1009268,1009187,Undirected,18237,,,12,,,,,
1009268,1010373,Undirected,18290,,,12,,,,,
1009366,1009338,Undirected,18445,,,12,,,,,
1009366,1009189,Undirected,18453,,,12,,,,,
1009366,1009297,Undirected,18498,,,12,,,,,
1009175,1009452,Undirected,18549,,,12,,,,,
1009515,1009215,Undirected,18662,,,12,,,,,
1010791,1009362,Undirected,18754,,,12,,,,,
1010791,1009471,Undirected,18760,,,12,,,,,
1010791,1009215,Undirected,18774,,,12,,,,,
1009459,1009343,Undirected,18847,,,12,,,,,
1009459,1009608,Undirected,18860,,,12,,,,,
1009592,1009480,Undirected,19018,,,12,,,,,
1009362,1009343,Undirected,19122,,,12,,,,,
1009159,1009267,Undirected,19183,,,12,,,,,
1009159,1009722,Undirected,19193,,,12,,,,,
1009697,1009608,Undirected,19236,,,12,,,,,
1009313,1009471,Undirected,19247,,,12,,,,,
1009214,1009638,Undirected,19330,,,12,,,,,
1009471,1011490,Undirected,19402,,,12,,,,,
1009189,1009215,Undirected,19447,,,12,,,,,
1010338,1009365,Undirected,19513,,,12,,,,,
1009724,1009382,Undirected,19595,,,12,,,,,
1009512,1009466,Undirected,19612,,,12,,,,,
1009512,1009722,Undirected,19636,,,12,,,,,
1009707,1009608,Undirected,19667,,,12,,,,,
1009281,1009417,Undirected,19677,,,12,,,,,
1010360,1009382,Undirected,19922,,,12,,,,,
1009182,1009638,Undirected,20069,,,12,,,,,
1009508,1009554,Undirected,20100,,,12,,,,,
1009381,1009638,Undirected,20347,,,12,,,,,
1009480,1009312,Undirected,20360,,,12,,,,,
1009610,1010354,Undirected,17314,,,11,,,,,
1009726,1009407,Undirected,17357,,,11,,,,,
1009726,1009318,Undirected,17362,,,11,,,,,
1009726,1009343,Undirected,17377,,,11,,,,,
1009368,1009327,Undirected,17487,,,11,,,,,
1009368,1010354,Undirected,17496,,,11,,,,,
1009220,1009664,Undirected,17498,,,11,,,,,
1009220,1009159,Undirected,17521,,,11,,,,,
1009220,1009365,Undirected,17565,,,11,,,,,
1009664,1009407,Undirected,17688,,,11,,,,,
1009299,1009362,Undirected,17884,,,11,,,,,
1009299,1011490,Undirected,17911,,,11,,,,,
1009299,1009343,Undirected,17918,,,11,,,,,
1009299,1009652,Undirected,17923,,,11,,,,,
1009356,1009159,Undirected,17960,,,11,,,,,
1009662,1009372,Undirected,18128,,,11,,,,,
1009662,1009343,Undirected,18130,,,11,,,,,
1009257,1011109,Undirected,18202,,,11,,,,,
1009257,1010354,Undirected,18230,,,11,,,,,
1009268,1009362,Undirected,18244,,,11,,,,,
1009282,1009629,Undirected,18295,,,11,,,,,
1009629,1009281,Undirected,18391,,,11,,,,,
1009366,1009504,Undirected,18463,,,11,,,,,
1009366,1009318,Undirected,18466,,,11,,,,,
1009366,1009719,Undirected,18476,,,11,,,,,
1009175,1009471,Undirected,18517,,,11,,,,,
1009175,1011336,Undirected,18527,,,11,,,,,
1009175,1009608,Undirected,18563,,,11,,,,,
1009515,1009459,Undirected,18638,,,11,,,,,
1009187,1009417,Undirected,18709,,,11,,,,,
1009459,1009372,Undirected,18845,,,11,,,,,
1009459,1009297,Undirected,18864,,,11,,,,,
1009546,1009697,Undirected,18874,,,11,,,,,
1009592,1011299,Undirected,19005,,,11,,,,,
1009338,1010360,Undirected,19050,,,11,,,,,
1009338,1009372,Undirected,19063,,,11,,,,,
1009338,1009379,Undirected,19076,,,11,,,,,
1009159,1009343,Undirected,19173,,,11,,,,,
1009697,1009215,Undirected,19212,,,11,,,,,
1009697,1009224,Undirected,19228,,,11,,,,,
1009313,1009722,Undirected,19289,,,11,,,,,
1009214,1009327,Undirected,19326,,,11,,,,,
1009471,1009281,Undirected,19389,,,11,,,,,
1009189,1009288,Undirected,19466,,,11,,,,,
1010338,1009297,Undirected,19522,,,11,,,,,
1009583,1010370,Undirected,19539,,,11,,,,,
1009583,1010373,Undirected,19566,,,11,,,,,
1009281,1009524,Undirected,19686,,,11,,,,,
1009417,1009407,Undirected,19721,,,11,,,,,
1009310,1009337,Undirected,19864,,,11,,,,,
1009310,1009382,Undirected,19884,,,11,,,,,
1009367,1009554,Undirected,19897,,,11,,,,,
1010360,1009325,Undirected,19923,,,11,,,,,
1009215,1009288,Undirected,19962,,,11,,,,,
1009215,1009382,Undirected,19967,,,11,,,,,
1009215,1009577,Undirected,19970,,,11,,,,,
1009524,1009638,Undirected,20003,,,11,,,,,
1011490,1009297,Undirected,20091,,,11,,,,,
1009466,1009608,Undirected,20130,,,11,,,,,
1011299,1010354,Undirected,20154,,,11,,,,,
1009219,1010738,Undirected,20167,,,11,,,,,
1009277,1009722,Undirected,20268,,,11,,,,,
1009381,1009382,Undirected,20346,,,11,,,,,
1009267,1009382,Undirected,20367,,,11,,,,,
1009610,1009724,Undirected,17258,,,10,,,,,
1009610,1009365,Undirected,17295,,,10,,,,,
1009610,1009480,Undirected,17296,,,10,,,,,
1009726,1011490,Undirected,17368,,,10,,,,,
1009726,1011299,Undirected,17371,,,10,,,,,
1009726,1009652,Undirected,17384,,,10,,,,,
1009368,1009268,Undirected,17417,,,10,,,,,
1009368,1010360,Undirected,17452,,,10,,,,,
1009220,1009609,Undirected,17560,,,10,,,,,
1009220,1009382,Undirected,17576,,,10,,,,,
1009718,1010738,Undirected,17656,,,10,,,,,
1009165,1009515,Undirected,17709,,,10,,,,,
1009165,1009477,Undirected,17770,,,10,,,,,
1009351,1009215,Undirected,17824,,,10,,,,,
1009351,1009337,Undirected,17828,,,10,,,,,
1009351,1009327,Undirected,17857,,,10,,,,,
1009351,1009325,Undirected,17862,,,10,,,,,
1009299,1009175,Undirected,17874,,,10,,,,,
1009299,1009243,Undirected,17875,,,10,,,,,
1009356,1009313,Undirected,17962,,,10,,,,,
1009356,1009318,Undirected,17978,,,10,,,,,
1009356,1009215,Undirected,17979,,,10,,,,,
1009356,1009372,Undirected,17989,,,10,,,,,
1009356,1009477,Undirected,18003,,,10,,,,,
1009262,1010791,Undirected,18023,,,10,,,,,
1009262,1010338,Undirected,18036,,,10,,,,,
1009262,1009719,Undirected,18056,,,10,,,,,
1009662,1009515,Undirected,18090,,,10,,,,,
1009662,1009313,Undirected,18101,,,10,,,,,
1009257,1009592,Undirected,18169,,,10,,,,,
1009257,1009312,Undirected,18223,,,10,,,,,
1009282,1009243,Undirected,18298,,,10,,,,,
1009282,1009708,Undirected,18321,,,10,,,,,
1009282,1010354,Undirected,18366,,,10,,,,,
1009629,1009189,Undirected,18385,,,10,,,,,
1009366,1009343,Undirected,18480,,,10,,,,,
1009366,1009652,Undirected,18487,,,10,,,,,
1009366,1009477,Undirected,18493,,,10,,,,,
1009175,1009724,Undirected,18521,,,10,,,,,
1009175,1009297,Undirected,18567,,,10,,,,,
1009175,1010354,Undirected,18572,,,10,,,,,
1009515,1009367,Undirected,18660,,,10,,,,,
1010791,1009608,Undirected,18800,,,10,,,,,
1009459,1009362,Undirected,18812,,,10,,,,,
1009472,1009466,Undirected,18950,,,10,,,,,
1009592,1009697,Undirected,18978,,,10,,,,,
1009338,1009452,Undirected,19066,,,10,,,,,
1009159,1009189,Undirected,19147,,,10,,,,,
1009697,1009313,Undirected,19195,,,10,,,,,
1009313,1009267,Undirected,19277,,,10,,,,,
1009562,1009182,Undirected,19351,,,10,,,,,
1009562,1009312,Undirected,19376,,,10,,,,,
1009471,1009477,Undirected,19423,,,10,,,,,
1009189,1009577,Undirected,19479,,,10,,,,,
1010338,1009343,Undirected,19504,,,10,,,,,
1010338,1009312,Undirected,19518,,,10,,,,,
1009583,1009215,Undirected,19537,,,10,,,,,
1009281,1009407,Undirected,19679,,,10,,,,,
1009281,1009719,Undirected,19693,,,10,,,,,
1009281,1009224,Undirected,19700,,,10,,,,,
1009407,1009325,Undirected,19823,,,10,,,,,
1009504,1009554,Undirected,19837,,,10,,,,,
1009504,1009277,Undirected,19840,,,10,,,,,
1009504,1009638,Undirected,19857,,,10,,,,,
1009367,1009466,Undirected,19894,,,10,,,,,
1009318,1009288,Undirected,19938,,,10,,,,,
1009215,1009466,Undirected,19953,,,10,,,,,
1009524,1009554,Undirected,19980,,,10,,,,,
1009524,1009327,Undirected,20000,,,10,,,,,
1009337,1009277,Undirected,20030,,,10,,,,,
1009466,1011023,Undirected,20128,,,10,,,,,
1009219,1009554,Undirected,20157,,,10,,,,,
1009554,1009327,Undirected,20204,,,10,,,,,
1009452,1009389,Undirected,20270,,,10,,,,,
1009297,1009577,Undirected,20422,,,10,,,,,
1009610,1010360,Undirected,17269,,,9,,,,,
1009610,1009379,Undirected,17301,,,9,,,,,
1009368,1009508,Undirected,17460,,,9,,,,,
1009220,1009310,Undirected,17538,,,9,,,,,
1009220,1010370,Undirected,17544,,,9,,,,,
1009718,1009477,Undirected,17659,,,9,,,,,
1009165,1009288,Undirected,17762,,,9,,,,,
1009165,1009382,Undirected,17775,,,9,,,,,
1009356,1009367,Undirected,17977,,,9,,,,,
1009356,1009219,Undirected,17987,,,9,,,,,
1009356,1009389,Undirected,17994,,,9,,,,,
1009356,1009297,Undirected,18008,,,9,,,,,
1009262,1009629,Undirected,18017,,,9,,,,,
1009262,1009524,Undirected,18048,,,9,,,,,
1009262,1009224,Undirected,18064,,,9,,,,,
1009662,1009159,Undirected,18099,,,9,,,,,
1009662,1009310,Undirected,18115,,,9,,,,,
1009662,1009452,Undirected,18132,,,9,,,,,
1009662,1009609,Undirected,18134,,,9,,,,,
1009662,1009297,Undirected,18151,,,9,,,,,
1009268,1009382,Undirected,18289,,,9,,,,,
1009282,1009504,Undirected,18324,,,9,,,,,
1009282,1009325,Undirected,18363,,,9,,,,,
1009629,1009471,Undirected,18384,,,9,,,,,
1009366,1009313,Undirected,18449,,,9,,,,,
1009366,1009327,Undirected,18496,,,9,,,,,
1009175,1009592,Undirected,18509,,,9,,,,,
1009175,1009224,Undirected,18552,,,9,,,,,
1009243,1009281,Undirected,18594,,,9,,,,,
1009515,1009318,Undirected,18661,,,9,,,,,
1009515,1011299,Undirected,18665,,,9,,,,,
1010791,1009338,Undirected,18753,,,9,,,,,
1010791,1009719,Undirected,18783,,,9,,,,,
1009459,1009367,Undirected,18831,,,9,,,,,
1009459,1009477,Undirected,18859,,,9,,,,,
1009459,1009327,Undirected,18862,,,9,,,,,
1009459,1010354,Undirected,18868,,,9,,,,,
1009472,1009697,Undirected,18926,,,9,,,,,
1009472,1009562,Undirected,18929,,,9,,,,,
1009472,1009471,Undirected,18930,,,9,,,,,
1009472,1009705,Undirected,18965,,,9,,,,,
1009592,1009707,Undirected,18988,,,9,,,,,
1009338,1009362,Undirected,19031,,,9,,,,,
1009362,1009697,Undirected,19089,,,9,,,,,
1009362,1009277,Undirected,19123,,,9,,,,,
1009697,1009417,Undirected,19205,,,9,,,,,
1009697,1009477,Undirected,19235,,,9,,,,,
1009313,1009189,Undirected,19248,,,9,,,,,
1009313,1009343,Undirected,19273,,,9,,,,,
1009214,1009524,Undirected,19305,,,9,,,,,
1009214,1009508,Undirected,19310,,,9,,,,,
1009214,1009382,Undirected,19327,,,9,,,,,
1009562,1009310,Undirected,19344,,,9,,,,,
1009562,1009477,Undirected,19374,,,9,,,,,
1009471,1009417,Undirected,19390,,,9,,,,,
1009471,1009466,Undirected,19404,,,9,,,,,
1009189,1009389,Undirected,19462,,,9,,,,,
1009724,1009554,Undirected,19583,,,9,,,,,
1009707,1009312,Undirected,19668,,,9,,,,,
1009281,1011490,Undirected,19689,,,9,,,,,
1009281,1009608,Undirected,19709,,,9,,,,,
1009407,1009312,Undirected,19817,,,9,,,,,
1009407,1010354,Undirected,19824,,,9,,,,,
1009504,1010771,Undirected,19843,,,9,,,,,
1009310,1011109,Undirected,19870,,,9,,,,,
1009310,1009705,Undirected,19879,,,9,,,,,
1009318,1009343,Undirected,19931,,,9,,,,,
1009215,1009325,Undirected,19969,,,9,,,,,
1009524,1009325,Undirected,20004,,,9,,,,,
1009337,1009705,Undirected,20037,,,9,,,,,
1009343,1009379,Undirected,20244,,,9,,,,,
1009343,1009297,Undirected,20250,,,9,,,,,
1009452,1009288,Undirected,20273,,,9,,,,,
1009288,1009577,Undirected,20341,,,9,,,,,
1009705,1009382,Undirected,20380,,,9,,,,,
1009327,1009638,Undirected,20411,,,9,,,,,
1009610,1009219,Undirected,17281,,,8,,,,,
1009368,1009664,Undirected,17409,,,8,,,,,
1009368,1009337,Undirected,17457,,,8,,,,,
1009368,1009288,Undirected,17476,,,8,,,,,
1009718,1009407,Undirected,17622,,,8,,,,,
1009718,1009609,Undirected,17647,,,8,,,,,
1009718,1009297,Undirected,17665,,,8,,,,,
1009165,1009629,Undirected,17705,,,8,,,,,
1009165,1009310,Undirected,17736,,,8,,,,,
1009351,1009499,Undirected,17838,,,8,,,,,
1009351,1009452,Undirected,17841,,,8,,,,,
1009351,1010738,Undirected,17850,,,8,,,,,
1009351,1009477,Undirected,17854,,,8,,,,,
1009299,1009318,Undirected,17905,,,8,,,,,
1009299,1009608,Undirected,17931,,,8,,,,,
1009356,1009608,Undirected,18004,,,8,,,,,
1009356,1010354,Undirected,18012,,,8,,,,,
1009262,1009417,Undirected,18041,,,8,,,,,
1009262,1009343,Undirected,18059,,,8,,,,,
1009262,1009652,Undirected,18065,,,8,,,,,
1009662,1009577,Undirected,18154,,,8,,,,,
1009257,1009189,Undirected,18178,,,8,,,,,
1009257,1011490,Undirected,18197,,,8,,,,,
1009268,1009629,Undirected,18232,,,8,,,,,
1009268,1009215,Undirected,18264,,,8,,,,,
1009268,1009524,Undirected,18265,,,8,,,,,
1009268,1009182,Undirected,18267,,,8,,,,,
1009268,1009722,Undirected,18293,,,8,,,,,
1009282,1009318,Undirected,18328,,,8,,,,,
1009282,1011299,Undirected,18337,,,8,,,,,
1009366,1009515,Undirected,18438,,,8,,,,,
1009366,1009472,Undirected,18443,,,8,,,,,
1009366,1009159,Undirected,18447,,,8,,,,,
1009366,1009372,Undirected,18478,,,8,,,,,
1009366,1010354,Undirected,18501,,,8,,,,,
1009175,1011023,Undirected,18560,,,8,,,,,
1009175,1009722,Undirected,18571,,,8,,,,,
1009243,1009471,Undirected,18587,,,8,,,,,
1009243,1011336,Undirected,18596,,,8,,,,,
1009515,1009477,Undirected,18681,,,8,,,,,
1009515,1009327,Undirected,18682,,,8,,,,,
1009187,1009367,Undirected,18714,,,8,,,,,
1010791,1009159,Undirected,18755,,,8,,,,,
1010791,1009313,Undirected,18757,,,8,,,,,
1010791,1009512,Undirected,18764,,,8,,,,,
1009459,1009159,Undirected,18813,,,8,,,,,
1009459,1009215,Undirected,18834,,,8,,,,,
1009459,1009609,Undirected,18851,,,8,,,,,
1009546,1009189,Undirected,18879,,,8,,,,,
1009472,1009724,Undirected,18934,,,8,,,,,
1009592,1009471,Undirected,18982,,,8,,,,,
1009592,1009367,Undirected,18996,,,8,,,,,
1009159,1009697,Undirected,19142,,,8,,,,,
1009159,1009318,Undirected,19159,,,8,,,,,
1009697,1009504,Undirected,19207,,,8,,,,,
1009697,1009182,Undirected,19216,,,8,,,,,
1009697,1016181,Undirected,19239,,,8,,,,,
1009313,1009466,Undirected,19266,,,8,,,,,
1009214,1009499,Undirected,19315,,,8,,,,,
1009562,1009224,Undirected,19365,,,8,,,,,
1009562,1009652,Undirected,19366,,,8,,,,,
1009562,1009480,Undirected,19369,,,8,,,,,
1009562,1010354,Undirected,19382,,,8,,,,,
1009471,1009724,Undirected,19386,,,8,,,,,
1009471,1009508,Undirected,19403,,,8,,,,,
1009471,1009719,Undirected,19406,,,8,,,,,
1009471,1009381,Undirected,19416,,,8,,,,,
1009189,1009417,Undirected,19440,,,8,,,,,
1009189,1009466,Undirected,19453,,,8,,,,,
1010338,1009708,Undirected,19486,,,8,,,,,
1010338,1009318,Undirected,19491,,,8,,,,,
1010338,1009372,Undirected,19503,,,8,,,,,
1010338,1009652,Undirected,19511,,,8,,,,,
1009707,1009215,Undirected,19646,,,8,,,,,
1009281,1009297,Undirected,19713,,,8,,,,,
1009417,1009705,Undirected,19748,,,8,,,,,
1009417,1010354,Undirected,19756,,,8,,,,,
1009407,1009524,Undirected,19796,,,8,,,,,
1009407,1009652,Undirected,19810,,,8,,,,,
1009310,1009499,Undirected,19872,,,8,,,,,
1009310,1009722,Undirected,19887,,,8,,,,,
1009367,1009297,Undirected,19911,,,8,,,,,
1009215,1009524,Undirected,19950,,,8,,,,,
1009524,1009608,Undirected,19998,,,8,,,,,
1009524,1009382,Undirected,20001,,,8,,,,,
1009337,1009508,Undirected,20024,,,8,,,,,
1009337,1009327,Undirected,20041,,,8,,,,,
1009337,1009638,Undirected,20044,,,8,,,,,
1011490,1009382,Undirected,20090,,,8,,,,,
1009508,1009466,Undirected,20095,,,8,,,,,
1009508,1009219,Undirected,20097,,,8,,,,,
1011299,1009365,Undirected,20145,,,8,,,,,
1009219,1011109,Undirected,20156,,,8,,,,,
1009219,1009267,Undirected,20166,,,8,,,,,
1009719,1009477,Undirected,20185,,,8,,,,,
1009499,1009638,Undirected,20235,,,8,,,,,
1009452,1009325,Undirected,20282,,,8,,,,,
1009389,1009577,Undirected,20296,,,8,,,,,
1009652,1009477,Undirected,20328,,,8,,,,,
1009610,1011299,Undirected,17280,,,7,,,,,
1009726,1009515,Undirected,17332,,,7,,,,,
1009726,1009224,Undirected,17382,,,7,,,,,
1009726,1009325,Undirected,17403,,,7,,,,,
1009368,1009310,Undirected,17450,,,7,,,,,
1009368,1011299,Undirected,17462,,,7,,,,,
1009368,1009577,Undirected,17494,,,7,,,,,
1009220,1009512,Undirected,17531,,,7,,,,,
1009220,1009182,Undirected,17546,,,7,,,,,
1009220,1011299,Undirected,17550,,,7,,,,,
1009220,1009554,Undirected,17553,,,7,,,,,
1009220,1009277,Undirected,17557,,,7,,,,,
1009718,1009480,Undirected,17654,,,7,,,,,
1009718,1009577,Undirected,17668,,,7,,,,,
1009165,1009277,Undirected,17755,,,7,,,,,
1009165,1009389,Undirected,17757,,,7,,,,,
1009165,1011023,Undirected,17768,,,7,,,,,
1009351,1009313,Undirected,17804,,,7,,,,,
1009351,1009554,Undirected,17836,,,7,,,,,
1009299,1009407,Undirected,17900,,,7,,,,,
1009299,1010738,Undirected,17927,,,7,,,,,
1009299,1010354,Undirected,17941,,,7,,,,,
1009356,1009515,Undirected,17951,,,7,,,,,
1009356,1009182,Undirected,17983,,,7,,,,,
1009356,1009652,Undirected,17997,,,7,,,,,
1009356,1009327,Undirected,18006,,,7,,,,,
1009356,1009325,Undirected,18010,,,7,,,,,
1009262,1009362,Undirected,18029,,,7,,,,,
1009262,1009466,Undirected,18053,,,7,,,,,
1009262,1009608,Undirected,18073,,,7,,,,,
1009262,1009327,Undirected,18075,,,7,,,,,
1009262,1009297,Undirected,18078,,,7,,,,,
1009662,1009327,Undirected,18149,,,7,,,,,
1009257,1009268,Undirected,18157,,,7,,,,,
1009257,1010771,Undirected,18211,,,7,,,,,
1009268,1009175,Undirected,18234,,,7,,,,,
1009268,1009338,Undirected,18243,,,7,,,,,
1009282,1009224,Undirected,18346,,,7,,,,,
1009282,1009480,Undirected,18349,,,7,,,,,
1009282,1009379,Undirected,18353,,,7,,,,,
1009629,1009592,Undirected,18376,,,7,,,,,
1009629,1010370,Undirected,18401,,,7,,,,,
1009629,1009343,Undirected,18412,,,7,,,,,
1009366,1009417,Undirected,18460,,,7,,,,,
1009366,1009310,Undirected,18464,,,7,,,,,
1009366,1009182,Undirected,18471,,,7,,,,,
1009243,1009189,Undirected,18588,,,7,,,,,
