Source,Target,Type,Id,Label,timeset,Weight,,,,,
1009366,1010338,Undirected,18454,,,39,,,,,
1009175,1009554,Undirected,18544,,,39,,,,,
1009243,1009459,Undirected,18576,,,39,,,,,
1009243,1009219,Undirected,18609,,,39,,,,,
1009187,1009297,Undirected,18744,,,39,,,,,
1009546,1009562,Undirected,18877,,,39,,,,,
1009362,1009310,Undirected,19106,,,39,,,,,
1009512,1009310,Undirected,19603,,,39,,,,,
1009554,1009277,Undirected,20199,,,39,,,,,
1009351,1009629,Undirected,17789,,,38,,,,,
1009351,1009524,Undirected,17825,,,38,,,,,
1009515,1009452,Undirected,18671,,,38,,,,,
1009187,1009459,Undirected,18691,,,38,,,,,
1009338,1009224,Undirected,19069,,,38,,,,,
1009362,1009382,Undirected,19136,,,38,,,,,
1009214,1009219,Undirected,19312,,,38,,,,,
1010338,1009583,Undirected,19481,,,38,,,,,
1009707,1009224,Undirected,19660,,,38,,,,,
1009368,1009504,Undirected,17449,,,37,,,,,
1009368,1009224,Undirected,17473,,,37,,,,,
1009356,1009257,Undirected,17944,,,37,,,,,
1010791,1009583,Undirected,18763,,,37,,,,,
1009362,1009524,Undirected,19110,,,37,,,,,
1009313,1009508,Undirected,19265,,,37,,,,,
1009189,1009343,Undirected,19459,,,37,,,,,
1009281,1009466,Undirected,19690,,,37,,,,,
1009524,1009499,Undirected,19982,,,37,,,,,
1009610,1009592,Undirected,17246,,,36,,,,,
1009368,1009407,Undirected,17448,,,36,,,,,
1009718,1009697,Undirected,17607,,,36,,,,,
1009165,1009459,Undirected,17712,,,36,,,,,
1009165,1009297,Undirected,17776,,,36,,,,,
1009351,1010791,Undirected,17795,,,36,,,,,
1009351,1010338,Undirected,17809,,,36,,,,,
1009262,1009282,Undirected,18016,,,36,,,,,
1009282,1009367,Undirected,18326,,,36,,,,,
1009243,1009327,Undirected,18629,,,36,,,,,
1009313,1009327,Undirected,19283,,,36,,,,,
1009471,1009707,Undirected,19388,,,36,,,,,
1009724,1009512,Undirected,19571,,,36,,,,,
1009182,1009381,Undirected,20062,,,36,,,,,
1009351,1009407,Undirected,17818,,,35,,,,,
1009662,1009224,Undirected,18135,,,35,,,,,
1009257,1009267,Undirected,18217,,,35,,,,,
1009629,1009267,Undirected,18423,,,35,,,,,
1009187,1009189,Undirected,18703,,,35,,,,,
1009562,1009417,Undirected,19341,,,35,,,,,
1009471,1009189,Undirected,19383,,,35,,,,,
1011336,1009219,Undirected,19781,,,35,,,,,
1009165,1009592,Undirected,17715,,,34,,,,,
1009299,1009471,Undirected,17889,,,34,,,,,
1009662,1009243,Undirected,18089,,,34,,,,,
1009268,1009277,Undirected,18275,,,34,,,,,
1009282,1009215,Undirected,18329,,,34,,,,,
1009629,1009524,Undirected,18400,,,34,,,,,
1009175,1009187,Undirected,18504,,,34,,,,,
1009459,1009592,Undirected,18810,,,34,,,,,
1009459,1009697,Undirected,18814,,,34,,,,,
1009592,1009466,Undirected,19004,,,34,,,,,
1009189,1010338,Undirected,19435,,,34,,,,,
1009504,1009182,Undirected,19830,,,34,,,,,
1009389,1009288,Undirected,20288,,,34,,,,,
1009652,1010354,Undirected,20334,,,34,,,,,
1009610,1009417,Undirected,17262,,,33,,,,,
1009726,1010791,Undirected,17334,,,33,,,,,
1009718,1009367,Undirected,17625,,,33,,,,,
1009718,1009719,Undirected,17638,,,33,,,,,
1009299,1009282,Undirected,17871,,,33,,,,,
1009356,1009243,Undirected,17950,,,33,,,,,
1009356,1009524,Undirected,17980,,,33,,,,,
1009662,1009562,Undirected,18103,,,33,,,,,
1009662,1009215,Undirected,18118,,,33,,,,,
1009257,1009554,Undirected,18203,,,33,,,,,
1009175,1009338,Undirected,18510,,,33,,,,,
1009175,1009189,Undirected,18518,,,33,,,,,
1009175,1009719,Undirected,18543,,,33,,,,,
1009515,1009189,Undirected,18649,,,33,,,,,
1009459,1009504,Undirected,18829,,,33,,,,,
1009472,1009381,Undirected,18962,,,33,,,,,
1009362,1009554,Undirected,19119,,,33,,,,,
1009159,1009310,Undirected,19157,,,33,,,,,
1009583,1011490,Undirected,19542,,,33,,,,,
1009512,1009277,Undirected,19619,,,33,,,,,
1009705,1009722,Undirected,20382,,,33,,,,,
1009610,1009719,Undirected,17282,,,32,,,,,
1009726,1010354,Undirected,17406,,,32,,,,,
1009220,1009268,Undirected,17506,,,32,,,,,
1009220,1009472,Undirected,17517,,,32,,,,,
1009165,1009379,Undirected,17769,,,32,,,,,
1009351,1011490,Undirected,17830,,,32,,,,,
1009299,1009365,Undirected,17924,,,32,,,,,
1009356,1009282,Undirected,17946,,,32,,,,,
1009356,1009546,Undirected,17955,,,32,,,,,
1009662,1009175,Undirected,18088,,,32,,,,,
1009257,1009524,Undirected,18193,,,32,,,,,
1009282,1009187,Undirected,18300,,,32,,,,,
1009629,1009277,Undirected,18413,,,32,,,,,
1009366,1009697,Undirected,18448,,,32,,,,,
1009175,1009638,Undirected,18568,,,32,,,,,
1009187,1009583,Undirected,18705,,,32,,,,,
1009459,1009471,Undirected,18818,,,32,,,,,
1009546,1009508,Undirected,18896,,,32,,,,,
1009472,1009219,Undirected,18951,,,32,,,,,
1009338,1009583,Undirected,19040,,,32,,,,,
1009159,1009382,Undirected,19190,,,32,,,,,
1009583,1009343,Undirected,19549,,,32,,,,,
1009512,1009554,Undirected,19616,,,32,,,,,
1009504,1009337,Undirected,19829,,,32,,,,,
1009310,1009466,Undirected,19868,,,32,,,,,
1009726,1009366,Undirected,17329,,,31,,,,,
1009726,1009365,Undirected,17387,,,31,,,,,
1009220,1009504,Undirected,17537,,,31,,,,,
1009718,1009466,Undirected,17635,,,31,,,,,
1009165,1009372,Undirected,17752,,,31,,,,,
1009351,1009224,Undirected,17844,,,31,,,,,
1009351,1009608,Undirected,17855,,,31,,,,,
1009282,1010791,Undirected,18301,,,31,,,,,
1009282,1009338,Undirected,18306,,,31,,,,,
1009282,1009562,Undirected,18312,,,31,,,,,
1009282,1009608,Undirected,18355,,,31,,,,,
1009243,1010771,Undirected,18619,,,31,,,,,
1009459,1009338,Undirected,18811,,,31,,,,,
1009459,1010338,Undirected,18820,,,31,,,,,
1009546,1009327,Undirected,18916,,,31,,,,,
1009338,1009215,Undirected,19052,,,31,,,,,
1009159,1009554,Undirected,19170,,,31,,,,,
1009313,1009310,Undirected,19258,,,31,,,,,
1009417,1009337,Undirected,19728,,,31,,,,,
1009417,1009466,Undirected,19732,,,31,,,,,
1009610,1009546,Undirected,17244,,,30,,,,,
1009726,1009187,Undirected,17333,,,30,,,,,
1009220,1009367,Undirected,17539,,,30,,,,,
1009718,1009281,Undirected,17618,,,30,,,,,
1009718,1009277,Undirected,17644,,,30,,,,,
1009351,1009187,Undirected,17794,,,30,,,,,
1009356,1009338,Undirected,17958,,,30,,,,,
1009662,1009471,Undirected,18104,,,30,,,,,
1009257,1009382,Undirected,18225,,,30,,,,,
1009187,1009281,Undirected,18708,,,30,,,,,
1009159,1009214,Undirected,19144,,,30,,,,,
1009697,1009471,Undirected,19198,,,30,,,,,
1009189,1009524,Undirected,19448,,,30,,,,,
1009189,1011490,Undirected,19451,,,30,,,,,
1009512,1009508,Undirected,19611,,,30,,,,,
1009610,1009362,Undirected,17248,,,29,,,,,
1009726,1009356,Undirected,17322,,,29,,,,,
1009220,1009379,Undirected,17570,,,29,,,,,
1009165,1009708,Undirected,17732,,,29,,,,,
1009351,1009472,Undirected,17798,,,29,,,,,
1009356,1009504,Undirected,17975,,,29,,,,,
1009262,1009187,Undirected,18022,,,29,,,,,
1009662,1009472,Undirected,18095,,,29,,,,,
1009662,1009608,Undirected,18147,,,29,,,,,
1009257,1009466,Undirected,18199,,,29,,,,,
1009629,1009705,Undirected,18425,,,29,,,,,
1009629,1009638,Undirected,18432,,,29,,,,,
1009366,1009562,Undirected,18451,,,29,,,,,
1009175,1009707,Undirected,18523,,,29,,,,,
1009175,1009705,Undirected,18559,,,29,,,,,
1010791,1009459,Undirected,18749,,,29,,,,,
1010791,1009697,Undirected,18756,,,29,,,,,
1009338,1009471,Undirected,19037,,,29,,,,,
1009159,1009724,Undirected,19150,,,29,,,,,
1009159,1009524,Undirected,19161,,,29,,,,,
1009159,1009705,Undirected,19185,,,29,,,,,
1009189,1009719,Undirected,19456,,,29,,,,,
1009583,1009719,Undirected,19546,,,29,,,,,
1009417,1009499,Undirected,19737,,,29,,,,,
1009524,1009719,Undirected,19979,,,29,,,,,
1009554,1009705,Undirected,20203,,,29,,,,,
1009368,1009312,Undirected,17486,,,28,,,,,
1009165,1009417,Undirected,17731,,,28,,,,,
1009257,1009638,Undirected,18227,,,28,,,,,
1009629,1009554,Undirected,18410,,,28,,,,,
1009629,1009382,Undirected,18430,,,28,,,,,
1009243,1009382,Undirected,18630,,,28,,,,,
1009243,1009638,Undirected,18632,,,28,,,,,
1010791,1009562,Undirected,18759,,,28,,,,,
1010791,1009707,Undirected,18765,,,28,,,,,
1009459,1009472,Undirected,18809,,,28,,,,,
1009459,1009562,Undirected,18817,,,28,,,,,
1009562,1009297,Undirected,19379,,,28,,,,,
1010338,1009608,Undirected,19517,,,28,,,,,
1009182,1009327,Undirected,20066,,,28,,,,,
1009219,1009381,Undirected,20164,,,28,,,,,
1009554,1009381,Undirected,20200,,,28,,,,,
1009610,1009524,Undirected,17272,,,27,,,,,
1009726,1009697,Undirected,17342,,,27,,,,,
1009368,1009362,Undirected,17431,,,27,,,,,
1009368,1009379,Undirected,17483,,,27,,,,,
1009220,1009325,Undirected,17579,,,27,,,,,
1009351,1009343,Undirected,17839,,,27,,,,,
1009356,1009472,Undirected,17956,,,27,,,,,
1009356,1009365,Undirected,17999,,,27,,,,,
1009262,1009471,Undirected,18034,,,27,,,,,
1009662,1009697,Undirected,18100,,,27,,,,,
1009257,1009366,Undirected,18160,,,27,,,,,
1009257,1009338,Undirected,18170,,,27,,,,,
1009257,1009562,Undirected,18176,,,27,,,,,
1009268,1009159,Undirected,18245,,,27,,,,,
1009366,1010791,Undirected,18440,,,27,,,,,
1009366,1009471,Undirected,18452,,,27,,,,,
1009366,1009707,Undirected,18458,,,27,,,,,
1009175,1009267,Undirected,18557,,,27,,,,,
1009243,1009524,Undirected,18602,,,27,,,,,
1009243,1009554,Undirected,18612,,,27,,,,,
1009243,1009705,Undirected,18626,,,27,,,,,
1009459,1009224,Undirected,18852,,,27,,,,,
1009362,1010738,Undirected,19128,,,27,,,,,
1009214,1009512,Undirected,19297,,,27,,,,,
1010338,1009215,Undirected,19492,,,27,,,,,
1009417,1009182,Undirected,19729,,,27,,,,,
1009337,1010738,Undirected,20036,,,27,,,,,
1009610,1009609,Undirected,17290,,,26,,,,,
1009610,1009224,Undirected,17291,,,26,,,,,
1009726,1009281,Undirected,17353,,,26,,,,,
1009368,1009708,Undirected,17446,,,26,,,,,
1009368,1009452,Undirected,17470,,,26,,,,,
1009220,1009337,Undirected,17545,,,26,,,,,
1009718,1010370,Undirected,17630,,,26,,,,,
1009718,1009452,Undirected,17645,,,26,,,,,
1009165,1009312,Undirected,17772,,,26,,,,,
1009351,1009546,Undirected,17797,,,26,,,,,
1009351,1009652,Undirected,17845,,,26,,,,,
1009662,1010791,Undirected,18092,,,26,,,,,
1009662,1009504,Undirected,18114,,,26,,,,,
1009257,1009277,Undirected,18206,,,26,,,,,
1009282,1009175,Undirected,18297,,,26,,,,,
1009629,1009562,Undirected,18383,,,26,,,,,
1009175,1009459,Undirected,18506,,,26,,,,,
1009243,1009707,Undirected,18593,,,26,,,,,
1009546,1009310,Undirected,18889,,,26,,,,,
1009472,1009310,Undirected,18942,,,26,,,,,
1009592,1010354,Undirected,19030,,,26,,,,,
1009504,1009499,Undirected,19838,,,26,,,,,
1009337,1009382,Undirected,20042,,,26,,,,,
1009182,1009705,Undirected,20064,,,26,,,,,
1011490,1009343,Undirected,20077,,,26,,,,,
1009508,1009327,Undirected,20110,,,26,,,,,
1009499,1010738,Undirected,20228,,,26,,,,,
1009224,1009652,Undirected,20306,,,26,,,,,
1010738,1009327,Undirected,20373,,,26,,,,,
1009610,1009318,Undirected,17270,,,25,,,,,
1009610,1009652,Undirected,17293,,,25,,,,,
1009610,1009477,Undirected,17302,,,25,,,,,
1009368,1009219,Undirected,17463,,,25,,,,,
1009718,1009318,Undirected,17627,,,25,,,,,
1009165,1009546,Undirected,17713,,,25,,,,,
1009351,1009417,Undirected,17815,,,25,,,,,
1009662,1009524,Undirected,18119,,,25,,,,,
1009257,1010791,Undirected,18165,,,25,,,,,
1009257,1009707,Undirected,18183,,,25,,,,,
1009257,1010738,Undirected,18218,,,25,,,,,
1009257,1009705,Undirected,18219,,,25,,,,,
1009282,1009366,Undirected,18296,,,25,,,,,
1009282,1009281,Undirected,18319,,,25,,,,,
1009629,1009338,Undirected,18377,,,25,,,,,
1009629,1009583,Undirected,18387,,,25,,,,,
1009366,1009365,Undirected,18489,,,25,,,,,
1009243,1009466,Undirected,18608,,,25,,,,,
1009338,1010338,Undirected,19039,,,25,,,,,
1009362,1009214,Undirected,19091,,,25,,,,,
1009159,1009638,Undirected,19192,,,25,,,,,
1010338,1009524,Undirected,19493,,,25,,,,,
1009512,1009499,Undirected,19617,,,25,,,,,
1009417,1009219,Undirected,19733,,,25,,,,,
1009417,1009327,Undirected,19751,,,25,,,,,
1009310,1009219,Undirected,19869,,,25,,,,,
1009610,1009407,Undirected,17265,,,24,,,,,
1009610,1011490,Undirected,17277,,,24,,,,,
1009726,1009662,Undirected,17324,,,24,,,,,
1009718,1009288,Undirected,17651,,,24,,,,,
1009356,1009224,Undirected,17996,,,24,,,,,
1009262,1009281,Undirected,18040,,,24,,,,,
1009262,1009452,Undirected,18061,,,24,,,,,
1009662,1009417,Undirected,18111,,,24,,,,,
1009662,1009367,Undirected,18116,,,24,,,,,
1009282,1009515,Undirected,18299,,,24,,,,,
1009282,1011023,Undirected,18352,,,24,,,,,
1009629,1009707,Undirected,18390,,,24,,,,,
1009175,1010738,Undirected,18558,,,24,,,,,
1009243,1009562,Undirected,18586,,,24,,,,,
1009187,1010791,Undirected,18690,,,24,,,,,
1009187,1009471,Undirected,18702,,,24,,,,,
1009338,1009417,Undirected,19044,,,24,,,,,
1009338,1009343,Undirected,19064,,,24,,,,,
1009697,1009281,Undirected,19204,,,24,,,,,
1009562,1009281,Undirected,19340,,,24,,,,,
1009562,1009379,Undirected,19373,,,24,,,,,
1009471,1009297,Undirected,19429,,,24,,,,,
1009189,1009452,Undirected,19461,,,24,,,,,
1009583,1009297,Undirected,19567,,,24,,,,,
1009504,1009219,Undirected,19834,,,24,,,,,
1009310,1009182,Undirected,19865,,,24,,,,,
1009367,1009608,Undirected,19909,,,24,,,,,
1009524,1009379,Undirected,19996,,,24,,,,,
1011299,1009652,Undirected,20144,,,24,,,,,
1009610,1009504,Undirected,17266,,,23,,,,,
1009610,1009466,Undirected,17279,,,23,,,,,
1009726,1009459,Undirected,17335,,,23,,,,,
1009368,1009313,Undirected,17434,,,23,,,,,
1009718,1009187,Undirected,17598,,,23,,,,,
1009165,1009325,Undirected,17778,,,23,,,,,
1009351,1009504,Undirected,17819,,,23,,,,,
1009299,1010791,Undirected,17878,,,23,,,,,
1009299,1009372,Undirected,17916,,,23,,,,,
1009629,1009366,Undirected,18367,,,23,,,,,
1009629,1009466,Undirected,18406,,,23,,,,,
1009472,1009707,Undirected,18936,,,23,,,,,
1009592,1009281,Undirected,18989,,,23,,,,,
1009338,1009281,Undirected,19043,,,23,,,,,
1009362,1009562,Undirected,19092,,,23,,,,,
1009313,1009524,Undirected,19261,,,23,,,,,
1009562,1009407,Undirected,19342,,,23,,,,,
1009512,1009705,Undirected,19629,,,23,,,,,
1009707,1009417,Undirected,19640,,,23,,,,,
1009417,1009508,Undirected,19731,,,23,,,,,
1009417,1009554,Undirected,19735,,,23,,,,,
1009367,1009577,Undirected,19913,,,23,,,,,
1009182,1009554,Undirected,20057,,,23,,,,,
1009638,1010354,Undirected,20426,,,23,,,,,
1009610,1009471,Undirected,17254,,,22,,,,,
1009610,1009382,Undirected,17307,,,22,,,,,
1009368,1009325,Undirected,17493,,,22,,,,,
1009220,1009652,Undirected,17563,,,22,,,,,
1009220,1009312,Undirected,17573,,,22,,,,,
1009351,1009362,Undirected,17801,,,22,,,,,
1009268,1009546,Undirected,18240,,,22,,,,,
1009282,1009407,Undirected,18323,,,22,,,,,
1009175,1010791,Undirected,18505,,,22,,,,,
1009243,1009583,Undirected,18590,,,22,,,,,
1009459,1009417,Undirected,18826,,,22,,,,,
1009546,1009638,Undirected,18919,,,22,,,,,
1009472,1009722,Undirected,18973,,,22,,,,,
1009338,1009719,Undirected,19062,,,22,,,,,
1009724,1009722,Undirected,19597,,,22,,,,,
1009707,1009297,Undirected,19671,,,22,,,,,
1009504,1009381,Undirected,19846,,,22,,,,,
1009504,1009382,Undirected,19855,,,22,,,,,
1009310,1009267,Undirected,19877,,,22,,,,,
1010360,1009215,Undirected,19914,,,22,,,,,
1009524,1009337,Undirected,19972,,,22,,,,,
1009719,1009343,Undirected,20179,,,22,,,,,
1009499,1009381,Undirected,20225,,,22,,,,,
1009652,1009312,Undirected,20330,,,22,,,,,
1009610,1009343,Undirected,17286,,,21,,,,,
1009610,1009577,Undirected,17312,,,21,,,,,
1009726,1009338,Undirected,17339,,,21,,,,,
1009726,1009189,Undirected,17347,,,21,,,,,
1009368,1009592,Undirected,17429,,,21,,,,,
1009220,1009592,Undirected,17518,,,21,,,,,
1009220,1009708,Undirected,17535,,,21,,,,,
1009718,1009372,Undirected,17641,,,21,,,,,
1009718,1010354,Undirected,17670,,,21,,,,,
1009165,1010360,Undirected,17738,,,21,,,,,
1009165,1009365,Undirected,17764,,,21,,,,,
1009351,1009466,Undirected,17832,,,21,,,,,
1009351,1009312,Undirected,17856,,,21,,,,,
1009356,1009175,Undirected,17949,,,21,,,,,
1009662,1009546,Undirected,18094,,,21,,,,,
1009257,1009583,Undirected,18180,,,21,,,,,
1009268,1009554,Undirected,18273,,,21,,,,,
1009187,1009719,Undirected,18725,,,21,,,,,
1009546,1009338,Undirected,18871,,,21,,,,,
1009546,1009382,Undirected,18917,,,21,,,,,
1009472,1009214,Undirected,18928,,,21,,,,,
1009472,1009554,Undirected,18954,,,21,,,,,
1009338,1009504,Undirected,19047,,,21,,,,,
1009159,1010738,Undirected,19184,,,21,,,,,
1009214,1009504,Undirected,19302,,,21,,,,,
1009562,1009337,Undirected,19350,,,21,,,,,
1009189,1009608,Undirected,19472,,,21,,,,,
1009708,1009389,Undirected,19766,,,21,,,,,
1009524,1009182,Undirected,19973,,,21,,,,,
1009337,1009381,Undirected,20033,,,21,,,,,
1011010,1011109,Undirected,20048,,,21,,,,,
1009610,1009310,Undirected,17267,,,20,,,,,
1009726,1009262,Undirected,17323,,,20,,,,,
1009726,1009282,Undirected,17327,,,20,,,,,
1009368,1009554,Undirected,17465,,,20,,,,,
1009165,1016181,Undirected,17774,,,20,,,,,
1009299,1009707,Undirected,17895,,,20,,,,,
1009262,1009372,Undirected,18058,,,20,,,,,
1009662,1011490,Undirected,18123,,,20,,,,,
1009662,1009365,Undirected,18140,,,20,,,,,
1009268,1009705,Undirected,18285,,,20,,,,,
1009629,1009224,Undirected,18417,,,20,,,,,
1009629,1009722,Undirected,18434,,,20,,,,,
1009175,1009382,Undirected,18566,,,20,,,,,
1009243,1009724,Undirected,18591,,,20,,,,,
1009472,1009638,Undirected,18971,,,20,,,,,
1009592,1009407,Undirected,18993,,,20,,,,,
1009362,1009638,Undirected,19138,,,20,,,,,
1009313,1009382,Undirected,19284,,,20,,,,,
1009189,1009583,Undirected,19436,,,20,,,,,
1009189,1009281,Undirected,19439,,,20,,,,,
1009583,1009281,Undirected,19531,,,20,,,,,
1009583,1009224,Undirected,19553,,,20,,,,,
1009417,1009381,Undirected,19744,,,20,,,,,
1009367,1009389,Undirected,19901,,,20,,,,,
1009524,1010738,Undirected,19993,,,20,,,,,
1009182,1009499,Undirected,20058,,,20,,,,,
1009554,1009499,Undirected,20197,,,20,,,,,
1009499,1009382,Undirected,20234,,,20,,,,,
1009381,1009705,Undirected,20344,,,20,,,,,
1009610,1009159,Undirected,17249,,,19,,,,,
1009368,1009515,Undirected,17423,,,19,,,,,
1009368,1009372,Undirected,17466,,,19,,,,,
1009220,1009515,Undirected,17512,,,19,,,,,
1009351,1009318,Undirected,17823,,,19,,,,,
1009351,1010354,Undirected,17865,,,19,,,,,
1009299,1009697,Undirected,17885,,,19,,,,,
1009356,1009362,Undirected,17959,,,19,,,,,
1009356,1009417,Undirected,17972,,,19,,,,,
1009257,1009224,Undirected,18210,,,19,,,,,
1009268,1009515,Undirected,18236,,,19,,,,,
1009282,1009707,Undirected,18318,,,19,,,,,
1009282,1011490,Undirected,18334,,,19,,,,,
1009629,1010354,Undirected,18435,,,19,,,,,
1009366,1009243,Undirected,18437,,,19,,,,,
1009175,1009343,Undirected,18547,,,19,,,,,
1009243,1009338,Undirected,18580,,,19,,,,,
1009243,1010354,Undirected,18635,,,19,,,,,
1009546,1009583,Undirected,18881,,,19,,,,,
1009338,1009367,Undirected,19049,,,19,,,,,
1009159,1009562,Undirected,19145,,,19,,,,,
1009562,1009471,Undirected,19333,,,19,,,,,
1009707,1009407,Undirected,19641,,,19,,,,,
1009281,1009652,Undirected,19701,,,19,,,,,
1009417,1009267,Undirected,19746,,,19,,,,,
1009310,1009381,Undirected,19876,,,19,,,,,
1009337,1009219,Undirected,20025,,,19,,,,,
1009182,1009722,Undirected,20070,,,19,,,,,
1009466,1009343,Undirected,20120,,,19,,,,,
1009312,1010354,Undirected,20407,,,19,,,,,
1009610,1009312,Undirected,17304,,,18,,,,,
1009220,1009372,Undirected,17554,,,18,,,,,
1009220,1009480,Undirected,17566,,,18,,,,,
1009718,1009224,Undirected,17648,,,18,,,,,
1009351,1009297,Undirected,17860,,,18,,,,,
1009299,1009562,Undirected,17888,,,18,,,,,
1009299,1009708,Undirected,17898,,,18,,,,,
1009262,1009592,Undirected,18027,,,18,,,,,
1009257,1009281,Undirected,18184,,,18,,,,,
1009282,1009697,Undirected,18309,,,18,,,,,
1009282,1009583,Undirected,18316,,,18,,,,,
1009282,1009652,Undirected,18347,,,18,,,,,
1009175,1009583,Undirected,18520,,,18,,,,,
1009175,1009466,Undirected,18540,,,18,,,,,
1009187,1011490,Undirected,18721,,,18,,,,,
1010791,1009281,Undirected,18766,,,18,,,,,
1010791,1009310,Undirected,18770,,,18,,,,,
1010791,1009343,Undirected,18785,,,18,,,,,
1009459,1009546,Undirected,18808,,,18,,,,,
1009459,1009189,Undirected,18819,,,18,,,,,
1009459,1009524,Undirected,18835,,,18,,,,,
1009472,1009224,Undirected,18959,,,18,,,,,
1009313,1009638,Undirected,19287,,,18,,,,,
1009214,1009554,Undirected,19314,,,18,,,,,
1009583,1009417,Undirected,19532,,,18,,,,,
1009583,1009504,Undirected,19534,,,18,,,,,
1009583,1009524,Undirected,19538,,,18,,,,,
1009512,1009327,Undirected,19632,,,18,,,,,
1009707,1009504,Undirected,19642,,,18,,,,,
1011336,1009310,Undirected,19775,,,18,,,,,
1009337,1009554,Undirected,20027,,,18,,,,,
1009219,1009327,Undirected,20171,,,18,,,,,
1009610,1009288,Undirected,17294,,,17,,,,,
1009726,1009592,Undirected,17338,,,17,,,,,
1009368,1009159,Undirected,17432,,,17,,,,,
1009368,1009477,Undirected,17484,,,17,,,,,
1009220,1009477,Undirected,17571,,,17,,,,,
1009718,1009389,Undirected,17646,,,17,,,,,
1009718,1009325,Undirected,17667,,,17,,,,,
1009165,1010370,Undirected,17742,,,17,,,,,
1009356,1009189,Undirected,17966,,,17,,,,,
1009356,1009719,Undirected,17988,,,17,,,,,
1009257,1009724,Undirected,18181,,,17,,,,,
1009282,1009189,Undirected,18314,,,17,,,,,
1009282,1010338,Undirected,18315,,,17,,,,,
1009282,1009452,Undirected,18344,,,17,,,,,
1009629,1010791,Undirected,18372,,,17,,,,,
1009629,1009697,Undirected,18380,,,17,,,,,
1009366,1009524,Undirected,18468,,,17,,,,,
1009243,1009697,Undirected,18583,,,17,,,,,
1009243,1009224,Undirected,18618,,,17,,,,,
1009187,1009592,Undirected,18694,,,17,,,,,
1010791,1009524,Undirected,18775,,,17,,,,,
1009472,1009338,Undirected,18923,,,17,,,,,
1009472,1009583,Undirected,18933,,,17,,,,,
1009592,1009477,Undirected,19022,,,17,,,,,
1009159,1009277,Undirected,19174,,,17,,,,,
1009214,1009337,Undirected,19307,,,17,,,,,
1009471,1009215,Undirected,19396,,,17,,,,,
1009512,1009382,Undirected,19633,,,17,,,,,
1009417,1009224,Undirected,19741,,,17,,,,,
1009310,1009327,Undirected,19883,,,17,,,,,
1009367,1009452,Undirected,19900,,,17,,,,,
1009215,1009389,Undirected,19959,,,17,,,,,
1009337,1009182,Undirected,20022,,,17,,,,,
1009182,1009508,Undirected,20054,,,17,,,,,
1011490,1009224,Undirected,20080,,,17,,,,,
1009610,1009297,Undirected,17309,,,16,,,,,
1009726,1009583,Undirected,17349,,,16,,,,,
1009726,1009707,Undirected,17352,,,16,,,,,
1009368,1009512,Undirected,17442,,,16,,,,,
1009368,1009652,Undirected,17475,,,16,,,,,
1009220,1009313,Undirected,17523,,,16,,,,,
1009220,1009389,Undirected,17559,,,16,,,,,
1009220,1016181,Undirected,17575,,,16,,,,,
1009718,1011109,Undirected,17639,,,16,,,,,
1009165,1009257,Undirected,17702,,,16,,,,,
1009165,1009367,Undirected,17737,,,16,,,,,
1009165,1009480,Undirected,17765,,,16,,,,,
1009351,1009159,Undirected,17802,,,16,,,,,
1009299,1009257,Undirected,17869,,,16,,,,,
1009299,1009524,Undirected,17907,,,16,,,,,
1009262,1009562,Undirected,18033,,,16,,,,,
1009662,1009189,Undirected,18105,,,16,,,,,
1009662,1009719,Undirected,18127,,,16,,,,,
1009257,1009471,Undirected,18177,,,16,,,,,
1009629,1011109,Undirected,18409,,,16,,,,,
1009175,1009281,Undirected,18524,,,16,,,,,
1009175,1011490,Undirected,18538,,,16,,,,,
1009515,1009288,Undirected,18676,,,16,,,,,
1010791,1009417,Undirected,18767,,,16,,,,,
1009459,1011490,Undirected,18839,,,16,,,,,
1009546,1009719,Undirected,18899,,,16,,,,,
1009472,1009267,Undirected,18963,,,16,,,,,
1009472,1010354,Undirected,18974,,,16,,,,,
1009159,1009508,Undirected,19166,,,16,,,,,
1009697,1009379,Undirected,19234,,,16,,,,,
1009697,1009325,Undirected,19243,,,16,,,,,
1009313,1009562,Undirected,19246,,,16,,,,,
1009471,1009407,Undirected,19391,,,16,,,,,
1009189,1009325,Undirected,19478,,,16,,,,,
1010338,1009281,Undirected,19484,,,16,,,,,
1010338,1009367,Undirected,19490,,,16,,,,,
1009512,1009638,Undirected,19634,,,16,,,,,
1009707,1009281,Undirected,19639,,,16,,,,,
1009417,1009382,Undirected,19752,,,16,,,,,
1009407,1009343,Undirected,19805,,,16,,,,,
1009367,1009288,Undirected,19904,,,16,,,,,
1009524,1009365,Undirected,19991,,,16,,,,,
1009508,1009381,Undirected,20104,,,16,,,,,
1009466,1009312,Undirected,20131,,,16,,,,,
1009219,1009499,Undirected,20158,,,16,,,,,
1009372,1009608,Undirected,20216,,,16,,,,,
1009277,1009381,Undirected,20255,,,16,,,,,
1009726,1010370,Undirected,17365,,,15,,,,,
1009368,1009182,Undirected,17458,,,15,,,,,
1009220,1009214,Undirected,17524,,,15,,,,,
1009718,1009592,Undirected,17603,,,15,,,,,
1009718,1009652,Undirected,17650,,,15,,,,,
1009718,1009312,Undirected,17661,,,15,,,,,
1009165,1009243,Undirected,17708,,,15,,,,,
1009165,1009214,Undirected,17721,,,15,,,,,
1009351,1009719,Undirected,17835,,,15,,,,,
